device,latency,packet_loss,cpu,memory,bandwidth,interface_errors,traffic
R4,32.07604419914943,0.3616476960767663,50.31229424781497,44.76912225971069,31.01049026167361,1,88.75032281474682
R1,31.323296103613696,0.4793565878574261,58.83229303748425,49.28973448465739,58.4478023757239,0,86.23753900699201
R2,30.4930414229079,0.38370290031995713,41.439081170270356,67.37290295628046,59.308594237146046,1,45.05007950627135
R3,29.456406355326237,0.11883130665875963,32.406436045138875,57.940657634019296,66.4852538796365,0,83.58361438723912
R4,15.336808484952565,0.3130934011075973,35.73547239690286,59.42795678910744,37.26294943327522,1,42.88097297794592
R1,22.733586147869467,0.017922129963089728,48.24965306080792,44.715271003382995,50.43543053612284,2,69.87319914644554
R2,29.118629769954456,0.007702455407323505,38.43311107376449,64.03064611151929,63.000459210232066,0,76.11220561420836
R3,24.526672155450782,0.8781524674985695,31.084530206528584,55.774908138542685,45.904518300232354,1,63.09485234548568
R4,19.4316893545963,0.6489666870479674,40.53020758632977,44.68574609571105,48.74790480572017,2,64.93108316407265
R1,19.145229822651466,0.34732255321100436,50.584369780687794,55.76448490123501,50.416323458099924,1,58.05652885025115
R2,29.885381235973426,0.5725714585625691,46.31857736415165,68.16706822102036,41.57363678325478,0,98.47591516411146
R3,18.10077463088586,0.1953960409550647,36.0623506191863,46.916945063404924,35.41676883251876,2,41.5099280419671
R4,29.63416058837244,0.42167044324712055,32.60294119403303,65.1887992872343,52.843819260213365,0,70.30911051989278
R1,23.6618666398217,0.0849472170092268,41.33625796786248,40.204599712021455,57.827046917751304,1,60.421535158199184
R2,31.863587114604737,0.5952793058164774,45.588576456886905,53.59083745700502,63.912549377941986,2,93.64427052205832
R3,29.47711831671083,0.44264503056284976,49.8632546131399,69.0359707066399,60.599232382059334,2,49.170164485304426
R4,33.359897508855184,0.9255420760211943,48.65282274077572,56.61615423213774,41.63920482361355,2,92.45573928533577
R1,16.549109841994262,0.7166312160851271,31.645272623346045,54.4875764397829,64.53530864153511,0,82.69545215951369
R2,25.515145356242087,0.6902414965681024,51.329557037339356,56.38613909546093,68.16771575221586,0,89.79610836055075
R3,22.93462941908649,0.029094398502419017,59.09374843221832,44.39144731467432,35.19849895449561,0,96.45831982494822
R4,28.106309270119375,0.21599375444850666,41.22507901052695,45.30835408915862,46.064710963607006,1,89.74890297896117
R1,22.23383051199575,0.2000604838874771,58.725431569214486,56.2406854103279,37.454626555259175,1,40.54813335910916
R2,21.5571798563494,0.5070902178832376,31.10301698466971,64.09065012900417,65.07065235558342,0,89.47232657998086
R3,30.12781434056341,0.41424350997717596,44.39011534357233,69.91342803767617,41.08729130103511,1,65.30400350677432
R4,17.64029717732787,0.5395486079860341,42.504052599907986,66.79885619701578,49.84812026256158,1,44.15546606371683
R1,26.940445830679216,0.7034266158937574,33.148185253746675,50.686508113556876,42.48282770643679,1,67.98809382099671
R2,30.789167869333994,0.4102537939002,44.9126847817724,60.29251549908828,42.13511289868582,2,95.5660091067646
R3,26.970653006572896,0.2820281927426589,39.235981301626296,51.82194061367577,61.619554472944095,0,82.35500974050674
R4,33.40222269549583,0.9817939096008319,30.1646429564796,66.42518929958197,36.85957447705498,0,63.082073164834355
R1,34.62653347188399,0.5460530021124351,50.58346563720705,40.19552060280075,61.90678519125008,2,47.50441957031484
R2,26.30530768021238,0.3076624022282308,45.04624276548769,66.71776637246896,57.03147328132857,0,77.20498835862053
R3,30.135477982536205,0.36177851908293013,51.46490178886329,44.303012110851704,37.00141629303629,1,83.27905120814461
R4,31.54698940322558,0.17085320106806146,59.90807880946933,44.06139065915167,31.275405169988034,2,87.77234947513833
R1,19.5757648654612,0.5622521969366311,41.22855233103985,42.160253942818606,37.0111489946208,0,65.6650741131173
R2,16.704834150053113,0.19687614379601648,39.84808497106189,67.674117502038,50.71477825282948,1,77.19614270736845
R3,19.92151806479763,0.7551660708591386,52.62259631415312,63.23799645467341,39.078697398585014,2,46.545180949040834
R4,18.624300833502506,0.8006768016252803,49.254472447274125,61.7990732621067,31.975519524673057,0,68.60745690137662
R1,28.76799399510167,0.9802962358628926,49.93887471213387,50.81110860974661,43.03915732446793,1,92.15278383233573
R2,17.5726433415717,0.5333383462669816,31.885261293484856,43.26874387676853,62.47900433890354,1,93.77760159040436
R3,34.6002721675755,0.08180626733386909,58.224509680271055,67.27924597872985,57.56256831361363,0,90.5803399272628
R4,32.58183871834889,0.9014605085859866,35.61389883297639,54.21421792698542,32.756400609301906,1,90.86183206296305
R1,32.88908465250677,0.33881173248246044,56.36346419640853,48.96948418921421,32.52831668432439,2,93.6361423954076
R2,23.185619855995487,0.25482973084062066,38.51029171343844,69.1271540267399,56.018123763140764,0,43.63522704367657
R3,22.433084156571862,0.9076699424564987,52.60150573656674,43.37900175459515,52.682578487700994,2,42.72331495695436
R4,18.72607800878354,0.14435639344889495,47.66249512806346,66.10788646432519,55.35059472696026,1,76.02137742995158
R1,22.51721688648132,0.9429382198143674,35.88124916741809,64.62158898620329,59.08707567151118,2,93.27689726556801
R2,22.45799232110264,0.28491164384518564,59.92771268128032,45.89992321474582,47.34728761931576,2,53.52096236701118
R3,16.25457954070159,0.4419800275272485,51.99184455507603,51.70665860496764,35.8251967054388,2,99.78043242692871
R4,30.373071044634017,0.07225026990599759,59.71740198474851,40.47938667392807,60.86255942185211,1,86.20914072995654
R1,27.96297634177948,0.08511657280031193,34.64429501401945,52.233965004361295,59.743086204671194,1,66.95741465684034
R2,26.23406751008872,0.6986438478843384,45.6411905629329,63.17203737263739,40.93608031344442,1,93.2864619581038
R3,16.007582170319683,0.6340073468497186,47.785719720534416,68.88477265033941,60.61907643241765,2,59.079869774720834
R4,19.737884175492425,0.30348783163119697,58.504848731818896,47.250154345084056,47.34566816976723,1,44.455884107292775
R1,19.932719061843702,0.7416567081419213,54.918363230482505,48.937447861359544,54.07399476918329,1,45.5982028956785
R2,33.80814348237775,0.9163365632053231,48.39007907161596,52.526247807830345,41.19370743606419,1,91.98616903982008
R3,31.179648646370993,0.2603025388117667,33.6965356584602,43.04738696844989,30.384376695117584,2,96.28396267433806
R4,25.377408342104978,0.9984460796178677,40.96654270672711,54.744716440811295,46.08155098481784,1,74.64742608196923
R1,24.353731395048786,0.5769667683845324,55.068505841994636,66.20927938593505,66.75755464124106,0,81.73829814428164
R2,25.088650230952723,0.6299156412617922,36.64471607447877,42.36509506531292,59.56307451831808,0,76.98301129674317
R3,22.958869524009557,0.11770623573920913,57.42941952534984,47.714593993036274,47.650576241684,0,67.30838684386372
R4,20.70489475134355,0.5072416551461976,37.69292898951823,54.04181434904351,39.84000918753952,2,58.1103650254403
R1,23.771813433616202,0.8163747430801523,53.316409143749425,42.2449301432133,31.14011388355771,1,91.27675157106195
R2,23.268278327375626,0.7004555008562197,46.41271729266636,64.30193236014071,44.00388432026136,0,97.79788152578956
R3,34.97763107262273,0.45465250681155356,41.723757935967114,47.6753851004493,35.26839855160104,2,59.01557809285434
R4,34.64360532006725,0.4926340769515394,46.704191663873104,53.270954954861594,58.41057270237175,2,96.81020906976502
R1,32.01871032998771,0.5421935026125447,49.06786201834595,41.732177302264965,57.68391866779736,1,88.98784771157034
R2,30.896383424070606,0.7404121583332736,54.35178888468117,53.76342894358939,39.164133330271575,0,57.133131882932105
R3,18.43667979607816,0.34300095561715194,48.63968474836049,43.113622818263714,38.31142384929283,0,82.10488903915295
R4,32.201681935422556,0.8828325501253449,33.96544488123047,55.836853657466015,63.034056353809646,1,68.83874316906038
R1,23.224166035525528,0.5342630246096685,45.778670364794216,42.517847464585124,46.1902940890341,0,51.594002985739095
R2,33.22637140492814,0.7987460829316928,52.68552098144607,49.12356718993395,63.054769023075416,0,54.49622718209358
R3,27.360835111901118,0.7258165206971492,55.62382020977426,50.02953346809088,51.93219631097365,1,87.1697750971083
R4,32.14174595641394,0.1853225256114307,39.929254581418725,64.7252826542213,55.844645601815714,1,65.40182219788679
R1,22.531343996808165,0.6263412861930173,53.946731487753354,49.74074137392077,60.31286559049905,0,61.427925622583956
R2,32.730003704216955,0.43927732476226755,40.859575656370616,53.79853136759384,57.226962558069964,2,68.2810950193983
R3,24.48807682144024,0.5429932906805134,45.203991586863026,47.77947904717805,47.0351547203199,0,97.94957911529953
R4,17.725461606251095,0.9504649687101466,53.68743387573488,44.91226132934071,66.15922951068653,0,41.88306246719592
R1,32.36739514058357,0.11367879435266393,46.16867346690661,52.962036110432734,50.93388476861057,1,68.29837998016136
R2,29.19798604973274,0.684943497797039,54.934533272516305,52.58332102309369,50.499766576636915,0,96.1316612105928
R3,22.91231015018378,0.6755112983731935,54.79399567544543,68.22470399363436,57.37867984523423,1,66.92212102866762
R4,16.688359299809125,0.06019011293446541,52.89978702881885,67.97948154484445,57.151148698151545,1,50.61705467309889
R1,20.488196368452762,0.12452237393370469,54.41499715599751,61.171416840193515,66.80569522425387,1,69.31930698980943
R2,16.78734125319614,0.6818178136480169,35.40128241254663,45.192181856079344,52.471625067118325,2,46.52938719384723
R3,23.59373200287895,0.8959318945781061,54.27756012819364,47.36939519635249,61.692104087283525,0,71.40913566744979
R4,16.51960149346075,0.19750138781350945,30.548830289278527,65.54239633275073,55.8311680002582,0,41.21763839633287
R1,26.650279588751157,0.9930068361938036,49.241661704041626,67.46802638630234,54.44923894386024,0,63.962872016540416
R2,26.02023180334161,0.16645706810657757,35.04472572523021,59.91387442767481,34.70296969033109,2,65.15500141283488
R3,18.189208958582665,0.10359798361523453,51.693089029859685,53.05955707525076,58.122296931638395,2,96.09785560213226
R4,26.820448533020702,0.6044365801912932,52.68000969518988,58.76450083243175,32.24864810472811,0,53.67129525463013
R1,23.21322110705687,0.8114517860352024,55.24288451567597,45.17320809026296,35.92670961583955,2,67.7636310426198
R2,31.23276583513374,0.00858052067615811,57.179211775974125,57.04647505671666,66.6017797899646,0,86.10482458656293
R3,26.052204770648796,0.6236783122300237,54.02332096657831,56.97408362916501,66.19382043559253,1,86.97584559685754
R4,27.451505291476124,0.7294545498469711,36.33117884025492,46.100478308288395,66.31273947406228,2,89.04774306898199
R1,21.87119173548469,0.4167651601580985,34.84820505304245,53.03714600328487,50.83314334114874,2,93.19734031589644
R2,22.1175343605399,0.837257157078237,33.87065380073055,57.17127872538531,61.36495533623484,1,50.76454374305925
R3,33.55011839682156,0.7233042305406501,49.82739704676311,61.57526547552103,35.78081510306583,2,79.16872847038009
R4,15.784217470669088,0.9409568595147809,44.74307369975514,54.08667766703879,47.12349535657559,1,54.97972354799797
R1,21.23688879780612,0.27996457165557265,32.579182086585035,43.39067659364634,38.64774869559751,2,90.12273557643023
R2,17.29306217012166,0.5057891913832151,49.3667565206534,59.70589531962209,47.92754780303255,1,91.8633241627456
R3,31.182855467873864,0.26363778741093835,38.71500438240819,58.058021549609926,53.71368767518358,2,90.09121989680793
R4,30.80403318907709,0.6540561335804631,48.04985370823806,64.25149559515597,67.70779821906963,1,57.68510444284546
R1,28.56906981504627,0.4605718060840065,49.227375360058005,56.423185131426585,31.107014952533397,1,42.45838325376123
R2,18.75709180775835,0.010893803940971947,32.640793211123494,54.07831015191092,59.74772827185613,0,48.655401204393876
R3,28.03292657575274,0.7238553981405719,55.909932719497164,65.94454160123092,59.5635631092743,1,85.68654140248086
R4,27.076973392720955,0.3544894192829551,59.31729249865221,58.844051077193875,63.25693662012087,0,44.77492174980735
R1,21.61918585808695,0.17596317864321898,47.18507312822422,69.2575100377584,37.2483403848417,0,57.91583478628551
R2,23.816110901911106,0.22463290922773516,38.45771402059397,63.92068170297462,48.34714900034569,0,67.39507918563073
R3,27.214583931266045,0.8093955859145613,39.86730344634327,66.88171302955887,51.70992096428017,1,98.30034185717173
R4,16.148383540552945,0.7399792531838099,37.170230851799325,57.28331405224192,61.727606083311194,1,90.80272232010222
R1,18.764644640272373,0.4623872069306315,38.55325745656796,67.59420671991728,39.38408912806199,0,59.76785851162842
R2,31.358957086624187,0.4290377683870372,50.69381142468949,42.44588925029016,43.11011237217306,2,83.39061178197298
R3,24.871724865228547,0.12856867128051663,52.157987691569055,55.36428757208496,43.00096508263787,0,47.10508667148348
R4,18.67576246964745,0.5492695893176727,47.68408751563402,54.07857046051294,45.19004367278504,0,73.25185425522713
R1,26.644266160993027,0.8500062889599187,52.4552332628045,40.44783978931538,37.62503828184259,1,69.35828235639228
R2,21.6441246688738,0.1106144077602208,50.725975439906655,55.06593490278557,56.728280520270744,2,72.30834438166698
R3,27.088934291741275,0.37061615368430956,57.93667163944359,58.127550662025556,63.469392223264016,1,80.80377516615432
R4,19.20084851397995,0.6974964164982286,32.25244974878992,58.699742734940855,52.99151390497708,0,58.659422508002656
R1,27.418594056423615,0.2884274155420934,47.94279464018599,44.51404604119327,53.360348639549144,0,43.61341036802434
R2,33.39320178959767,0.9434495617359426,43.10101694837354,51.6803409849081,57.01716125090734,2,79.40963575814067
R3,30.998067461001238,0.10140538121186893,43.691854686521125,49.07997901640505,35.23062268182816,0,63.3981868863601
R4,32.674334806205664,0.8986464676543126,34.80131794471945,56.02938247451428,36.77622823600012,2,90.40679610391982
R1,26.136760984215996,0.1166078936434034,49.35962024280518,41.51091553829404,59.37903169753504,2,57.42490985936922
R2,29.124033792443768,0.21788067025316604,52.131122854171934,67.19010691594708,55.355352311870405,2,77.65376206967153
R3,21.196546004156946,0.8853035576699242,50.3195973038348,62.53646514100848,40.64636316938534,1,72.31143420162384
R4,27.757675399912195,0.9054782856028053,30.278493468747108,54.21694789920957,53.994130484305806,2,80.25543764726537
R1,29.02531958469246,0.7110078058140571,31.165990920542196,45.531896135676405,61.04223751283958,0,48.11150532556394
R2,34.40044945755685,0.7210243238153973,58.995545406123455,52.10548186814047,52.700934518013845,1,67.24131207783287
R3,28.053664276567027,0.24316493051191435,32.261347246904386,67.62407069449918,35.07472515002499,0,64.56458372172287
R4,25.094498311836546,0.87208467088249,32.49585098294657,50.11102918790287,65.33812989652677,0,47.11236769856932
R1,34.33636732151716,0.8336628158070432,59.603835998927636,63.756882194742346,55.18590369962604,2,61.8722797980358
R2,29.490880944224223,0.44403082627474744,51.18073414858497,69.27854452895474,68.25704629548181,2,97.0391379997757
R3,34.22799840521762,0.9485865558416375,57.14937243082535,69.08985512870274,69.93770468923356,2,44.161015698672195
R4,18.959315725710784,0.9634522309987426,36.996599759524315,49.13175587431941,58.727765557029045,1,82.3475821838154
R1,30.72359507485981,0.0013431109962259713,52.908283531386246,47.521556589212835,65.26384438816831,0,60.926344016919415
R2,26.790909606646377,0.22642920332737781,55.23836740931624,53.74301622033682,41.591892902161796,0,87.20573395552178
R3,20.677046165098098,0.3883775613017153,50.485405276331235,47.3069086942174,52.82926652868841,2,47.246075537545785
R4,16.508125346888665,0.6584147089982364,47.7338295136596,48.46112306420067,46.93618313119221,2,93.73468444451075
R1,34.82065131793861,0.3269962927480293,48.810754034084084,44.79691461830938,53.015943212253646,0,52.68885027792875
R2,19.542439664871267,0.75912727121639,54.385401793600295,64.12463049005034,30.188109659406834,1,69.32249741291926
